Body,Task:Parent.ExternalId__c,Title,Type
Just finished a great meeting with the client! (Item 995),TASK_00062,Feedback Required,TextPost
Can anyone help me with the latest report? (Item 996),TASK_00436,Milestone Reached,TextPost
Successfully migrated the data to the new server. (Item 997),TASK_00150,Status Update,TextPost
Don't forget to update your status on the project board. (Item 998),TASK_00061,Feedback Required,TextPost
Kudos to the team for hitting the quarterly targets! (Item 999),TASK_00061,System Alert,TextPost
The demo went really well. Thanks for all the support! (Item 1000),TASK_00586,Demo Success,TextPost
Found a minor bug in the staging environment. Investigating. (Item 1001),TASK_00799,Team News,TextPost
Great discussion today about the future roadmap. (Item 1002),TASK_00962,Bug Report,TextPost
Found a minor bug in the staging environment. Investigating. (Item 1003),TASK_00902,Client Meeting,TextPost
Successfully migrated the data to the new server. (Item 1004),TASK_00005,Bug Report,TextPost
Exploring new ways to optimize our workflow. (Item 1005),TASK_00178,Process Improvement,TextPost
Can anyone help me with the latest report? (Item 1006),TASK_00240,Demo Success,TextPost
Can anyone help me with the latest report? (Item 1007),TASK_01085,Demo Success,TextPost
Important: Please review the attached document by EOD. (Item 1008),TASK_00245,Client Meeting,TextPost
Important: Please review the attached document by EOD. (Item 1009),TASK_01055,Feature Spotlight,TextPost
The demo went really well. Thanks for all the support! (Item 1010),TASK_00557,Feature Spotlight,TextPost
Just finished a great meeting with the client! (Item 1011),TASK_00594,Team News,TextPost
Looking for feedback on the new UI mockups. (Item 1012),TASK_00380,Feature Spotlight,TextPost
Great discussion today about the future roadmap. (Item 1013),TASK_00015,Weekly Sync,TextPost
Working on a new feature that will revolutionize our product. (Item 1014),TASK_00227,UI Review,TextPost
Check out this interesting article on industry trends. (Item 1015),TASK_00086,UI Review,TextPost
Just finished a great meeting with the client! (Item 1016),TASK_00115,System Alert,TextPost
Just shared the meeting minutes in the shared folder. (Item 1017),TASK_00461,Roadmap Discussion,TextPost
Great work everyone on the recent milestones. (Item 1018),TASK_00270,Weekly Sync,TextPost
Great discussion today about the future roadmap. (Item 1019),TASK_01093,Feedback Required,TextPost
Working on a new feature that will revolutionize our product. (Item 1020),TASK_00807,Maintenance Notice,TextPost
Initial thoughts on the project proposal look promising. (Item 1021),TASK_00741,Process Improvement,TextPost
Successfully migrated the data to the new server. (Item 1022),TASK_00095,Internal Announcement,TextPost
Happy to announce our new partnership. (Item 1023),TASK_00375,Project Update,TextPost
Kudos to the team for hitting the quarterly targets! (Item 1024),TASK_00095,Bug Report,TextPost
Quick question about the recent system update. (Item 1025),TASK_00671,Feature Spotlight,TextPost
Happy to announce our new partnership. (Item 1026),TASK_00915,Roadmap Discussion,TextPost
Just shared the meeting minutes in the shared folder. (Item 1027),TASK_00786,Weekly Sync,TextPost
Kudos to the team for hitting the quarterly targets! (Item 1028),TASK_00340,Project Update,TextPost
Just finished a great meeting with the client! (Item 1029),TASK_00201,Internal Announcement,TextPost
Great discussion today about the future roadmap. (Item 1030),TASK_00189,Internal Announcement,TextPost
Initial thoughts on the project proposal look promising. (Item 1031),TASK_00561,Milestone Reached,TextPost
Quick question about the recent system update. (Item 1032),TASK_00207,Project Update,TextPost
Don't forget to update your status on the project board. (Item 1033),TASK_00178,Goal Achievement,TextPost
Found a minor bug in the staging environment. Investigating. (Item 1034),TASK_00631,Industry News,TextPost
Looking forward to the upcoming product launch. (Item 1035),TASK_00920,Feedback Required,TextPost
Important: Please review the attached document by EOD. (Item 1036),TASK_00972,Roadmap Discussion,TextPost
The demo went really well. Thanks for all the support! (Item 1037),TASK_00268,Project Update,TextPost
Successfully migrated the data to the new server. (Item 1038),TASK_00191,Maintenance Notice,TextPost
Found a minor bug in the staging environment. Investigating. (Item 1039),TASK_00651,Maintenance Notice,TextPost
Looking forward to the upcoming product launch. (Item 1040),TASK_00195,Status Update,TextPost
Happy to announce our new partnership. (Item 1041),TASK_00166,Milestone Reached,TextPost
Working on a new feature that will revolutionize our product. (Item 1042),TASK_00816,Process Improvement,TextPost
Check out this interesting article on industry trends. (Item 1043),TASK_00359,UI Review,TextPost
Working on a new feature that will revolutionize our product. (Item 1044),TASK_00054,System Alert,TextPost
Important: Please review the attached document by EOD. (Item 1045),TASK_00138,Client Meeting,TextPost
Don't forget to update your status on the project board. (Item 1046),TASK_00419,Team News,TextPost
Exploring new ways to optimize our workflow. (Item 1047),TASK_00737,Status Update,TextPost
Looking for feedback on the new UI mockups. (Item 1048),TASK_00502,Workflow Idea,TextPost
Looking for feedback on the new UI mockups. (Item 1049),TASK_00214,Feature Spotlight,TextPost
Just finished a great meeting with the client! (Item 1050),TASK_00932,Status Update,TextPost
Initial thoughts on the project proposal look promising. (Item 1051),TASK_00027,Roadmap Discussion,TextPost
Great work everyone on the recent milestones. (Item 1052),TASK_00053,Maintenance Notice,TextPost
Happy to announce our new partnership. (Item 1053),TASK_00031,Quick Memo,TextPost
Just finished a great meeting with the client! (Item 1054),TASK_00579,Demo Success,TextPost
Initial thoughts on the project proposal look promising. (Item 1055),TASK_00721,Process Improvement,TextPost
Can anyone help me with the latest report? (Item 1056),TASK_00112,Quick Memo,TextPost
Exploring new ways to optimize our workflow. (Item 1057),TASK_00316,Goal Achievement,TextPost
Check out this interesting article on industry trends. (Item 1058),TASK_00213,UI Review,TextPost
Quick question about the recent system update. (Item 1059),TASK_00138,Milestone Reached,TextPost
Happy to announce our new partnership. (Item 1060),TASK_01033,Internal Announcement,TextPost
Looking for feedback on the new UI mockups. (Item 1061),TASK_00009,Feedback Required,TextPost
Don't forget to update your status on the project board. (Item 1062),TASK_00396,Roadmap Discussion,TextPost
Check out this interesting article on industry trends. (Item 1063),TASK_00816,Milestone Reached,TextPost
Happy to announce our new partnership. (Item 1064),TASK_00266,Milestone Reached,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 1065),TASK_00130,Project Update,TextPost
Can anyone help me with the latest report? (Item 1066),TASK_00391,Bug Report,TextPost
Looking for feedback on the new UI mockups. (Item 1067),TASK_00292,Project Update,TextPost
Looking forward to the upcoming product launch. (Item 1068),TASK_00254,Roadmap Discussion,TextPost
Working on a new feature that will revolutionize our product. (Item 1069),TASK_00203,Quick Memo,TextPost
Successfully migrated the data to the new server. (Item 1070),TASK_00866,Demo Success,TextPost
Found a minor bug in the staging environment. Investigating. (Item 1071),TASK_01050,Status Update,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 1072),TASK_00276,Bug Report,TextPost
Successfully migrated the data to the new server. (Item 1073),TASK_00685,Bug Report,TextPost
Kudos to the team for hitting the quarterly targets! (Item 1074),TASK_00056,Quick Memo,TextPost
The demo went really well. Thanks for all the support! (Item 1075),TASK_00063,Milestone Reached,TextPost
Important: Please review the attached document by EOD. (Item 1076),TASK_00062,Demo Success,TextPost
Initial thoughts on the project proposal look promising. (Item 1077),TASK_01090,Client Meeting,TextPost
Just shared the meeting minutes in the shared folder. (Item 1078),TASK_00610,Project Update,TextPost
Great discussion today about the future roadmap. (Item 1079),TASK_01003,Bug Report,TextPost
Great discussion today about the future roadmap. (Item 1080),TASK_00140,Maintenance Notice,TextPost
Important: Please review the attached document by EOD. (Item 1081),TASK_00224,Demo Success,TextPost
Initial thoughts on the project proposal look promising. (Item 1082),TASK_00682,Project Update,TextPost
Quick question about the recent system update. (Item 1083),TASK_00226,Internal Announcement,TextPost
Looking forward to the upcoming product launch. (Item 1084),TASK_00012,Feedback Required,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 1085),TASK_00128,Client Meeting,TextPost
The demo went really well. Thanks for all the support! (Item 1086),TASK_00798,Status Update,TextPost
Important: Please review the attached document by EOD. (Item 1087),TASK_00203,Bug Report,TextPost
Just finished a great meeting with the client! (Item 1088),TASK_00659,UI Review,TextPost
Exploring new ways to optimize our workflow. (Item 1089),TASK_00032,Demo Success,TextPost
Successfully migrated the data to the new server. (Item 1090),TASK_00287,Bug Report,TextPost
Exploring new ways to optimize our workflow. (Item 1091),TASK_00641,Bug Report,TextPost
Happy to announce our new partnership. (Item 1092),TASK_00243,Demo Success,TextPost
Exploring new ways to optimize our workflow. (Item 1093),TASK_01021,Internal Announcement,TextPost
Successfully migrated the data to the new server. (Item 1094),TASK_00024,Feature Spotlight,TextPost
Can anyone help me with the latest report? (Item 1095),TASK_00299,UI Review,TextPost
Can anyone help me with the latest report? (Item 1096),TASK_00415,Weekly Sync,TextPost
Successfully migrated the data to the new server. (Item 1097),TASK_00351,Milestone Reached,TextPost
Looking forward to the upcoming product launch. (Item 1098),TASK_00055,Maintenance Notice,TextPost
Found a minor bug in the staging environment. Investigating. (Item 1099),TASK_00258,System Alert,TextPost
Check out this interesting article on industry trends. (Item 1100),TASK_00165,Project Update,TextPost
Working on a new feature that will revolutionize our product. (Item 1101),TASK_00206,Team News,TextPost
Just finished a great meeting with the client! (Item 1102),TASK_00944,Internal Announcement,TextPost
Found a minor bug in the staging environment. Investigating. (Item 1103),TASK_00535,Roadmap Discussion,TextPost
Check out this interesting article on industry trends. (Item 1104),TASK_00759,System Alert,TextPost
The demo went really well. Thanks for all the support! (Item 1105),TASK_00682,Feedback Required,TextPost
Don't forget to update your status on the project board. (Item 1106),TASK_00048,Goal Achievement,TextPost
Can anyone help me with the latest report? (Item 1107),TASK_01056,Team News,TextPost
Don't forget to update your status on the project board. (Item 1108),TASK_00596,Feature Spotlight,TextPost
Initial thoughts on the project proposal look promising. (Item 1109),TASK_00793,Project Update,TextPost
Great discussion today about the future roadmap. (Item 1110),TASK_00023,Demo Success,TextPost
Happy to announce our new partnership. (Item 1111),TASK_00084,Status Update,TextPost
Just finished a great meeting with the client! (Item 1112),TASK_00539,Internal Announcement,TextPost
Just shared the meeting minutes in the shared folder. (Item 1113),TASK_00831,Maintenance Notice,TextPost
The demo went really well. Thanks for all the support! (Item 1114),TASK_00195,Project Update,TextPost
Successfully migrated the data to the new server. (Item 1115),TASK_00257,Maintenance Notice,TextPost
